Year,Rank,Song,Artist,track_id,danceability,energy,speechiness,loudness,temp,valence
2022,24,We Don't Talk About Bruno,Carolina Gaitán,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0.0834,-8.516,205.863,0.83
2022,25,Late Night Talking,Harry Styles,1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,0.0468,-4.595,114.996,0.901
2022,26,I Like You (A Happier Song),Post Malone ,0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,0.0751,-6.009,100.964,0.472
2022,27,You Proof,Morgan Wallen,5W4kiM2cUYBJXKRudNyxjW,0.728,0.818,0.0329,-5.068,119.706,0.681
2022,28,Bad Habit,Steve Lacy,4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,0.0355,-7.093,168.946,0.7
2022,29,Sunroof,Nicky Youre ,5YqEzk3C5c3UZ1D5fJUlXA,0.768,0.714,0.0401,-5.11,131.443,0.842
2022,30,One Right Now,Post Malone,00Blm7zeNqgYLPtW6zg8cj,0.687,0.781,0.053,-4.806,97.014,0.688
2022,31,Good 4 U,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,0.154,-5.044,166.928,0.688
2022,32,Numb Little Bug,Em Beihold,1KQc37jezhunxnOPhvdwSG,0.742,0.527,0.0769,-6.892,84.974,0.638
2022,33,Jimmy Cooks,Drake,3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0.175,-4.711,165.921,0.366
2022,34,Til You Can't,Cody Johnson,4k3lPl8YTKuY8c1HelVnm3,0.501,0.815,0.0436,-4.865,160.087,0.46
2022,35,Fancy Like,Walker Hayes,58UKC45GPNTflCN6nwCUeF,0.647,0.765,0.06,-6.459,79.994,0.855
2022,36,The Kind of Love We Make,Luke Combs,48UKTR66uUOT9LaUvooTNx,0.608,0.745,0.0277,-4.13,102.025,0.464
2022,37,I Ain't Worried,OneRepublic,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0.0475,-5.927,139.994,0.825
2022,38,Break My Soul,Beyoncé,5pyoxDZ1PX0KxBxiRVxA4U,0.693,0.887,0.0795,-5.039,114.942,0.864
2022,39,Something in the Orange,Zach Bryan,3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,0.04,-12.151,175.212,0.148
2022,40,Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,0.679,0.825,0.0309,-5.487,118.049,0.644
2022,41,Smokin out the Window,Bruno Mars ,3xVZYkcuWalGudeKl861wb,0.627,0.618,0.0437,-8.529,82.03,0.848
2022,42,Levitating,Dua Lipa,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,0.0601,-3.787,102.977,0.915
2022,43,In a Minute,Lil Baby,31lopd32BkJBTSgYE16c5e,0.547,0.604,0.319,-5.99,78.502,0.149
2022,44,Moscow Mule,Bad Bunny,6Xom58OOXk2SoU711L2IXO,0.804,0.674,0.0333,-5.453,99.968,0.292
2022,45,You Right,Doja Cat,0k4d5YPDr1r7FX77VdqWez,0.828,0.621,0.0565,-6.414,128.986,0.436
2022,46,She Had Me at Heads Carolina,Cole Swindell,200x8ONbPfFzByUr3fVz46,0.607,0.912,0.0611,-3.449,134.944,0.722
2022,47,Vegas,Doja Cat,0hquQWY3xvYqN4qtiquniF,0.801,0.601,0.255,-7.574,159.969,0.74
2022,48,Pushin P,Gunna ,3XOalgusokruzA5ZBA2Qcb,0.773,0.422,0.187,-4.572,77.502,0.488
2022,49,Buy Dirt,Jordan Davis,69AIpwGNLxr4qS1X5ynx60,0.586,0.559,0.05,-6.725,177.945,0.437
2022,50,I Hate U,SZA,2aJnyNu4PQxQ2lyj5boiMG,0.533,0.417,0.148,-8.665,106.534,0.376
2022,51,Boyfriend,Dove Cameron,23eLvOQ3JxtdhRi9YyxRKQ,0.345,0.612,0.0608,-6.543,179.773,0.232
2022,52,Glimpse of Us,Joji,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,0.0531,-9.258,169.914,0.268
2022,53,Surface Pressure,Jessica Darrow,760jhRscwGbIIe1m1IIQpU,0.65,0.584,0.307,-8.286,180.088,0.37
2022,54,Fall in Love,Bailey Zimmerman,0rCFRyEy4WXjRXNpO80Dzs,0.524,0.643,0.0297,-6.055,135.962,0.397
2022,55,Love Nwantiti (Ah Ah Ah),CKay,2Xr1dTzJee307rmrkt8c0g,0.727,0.739,0.0411,-3.805,93.005,0.533
2022,56,Super Freaky Girl,Nicki Minaj,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,0.241,-2.653,133.01,0.912
2022,57,Hrs and Hrs,Muni Long,3ncmoWTwJgx63LwMTyBCXf,0.523,0.521,0.159,-4.746,133.953,0.661
2022,58,Sand in My Boots,Morgan Wallen,0uRrG2jRR5tuifsYIJHEao,0.403,0.537,0.031,-6.628,69.877,0.414
2022,59,Mamiii,Becky G ,7FlQk2gJ6TBrHHiidvdR2O,0.836,0.703,0.0657,-3.554,94.048,0.902
2022,60,Knife Talk,Drake,2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,0.324,-9.579,145.887,0.153
2022,61,AA,Walker Hayes,6aIrXGmaFqPafbYgxbMUsj,0.634,0.764,0.0297,-5.858,104.03,0.736
2022,62,Sweetest Pie,Megan Thee Stallion ,7mFj0LlWtEJaEigguaWqYh,0.814,0.628,0.221,-7.178,123.977,0.677
2022,63,Provenza,Karol G,3HqcNJdZ2seoGxhn0wVNDK,0.863,0.502,0.0496,-7.912,111.029,0.567
2022,64,Essence,Wizkid ,5FG7Tl93LdH117jEKYl3Cm,0.849,0.707,0.113,-6.002,104.027,0.602
2022,65,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,0.0384,-7.463,150.273,0.35
2022,66,Bam Bam,Camila Cabello ,0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,0.0401,-6.377,94.996,0.956
2022,67,5 Foot 9,Tyler Hubbard,0U4iRayct65wsaBMQGiLbg,0.605,0.79,0.0454,-5.576,105.997,0.507
2022,68,Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,0.912,0.655,0.162,-6.029,91.942,0.793
2022,69,Efecto,Bad Bunny,5Eax0qFko2dh7Rl2lYs3bx,0.801,0.475,0.0516,-8.797,98.047,0.234
2022,70,Rock and a Hard Place,Bailey Zimmerman,1TE8AAk9koG0UJco6ZAUfx,0.582,0.568,0.0275,-7.3,121.991,0.394
2022,71,Doin' This,Luke Combs,6TpyujRefwsflWFXbmjVpj,0.588,0.55,0.0269,-5.878,115.01,0.39
2022,72,Oh My God,Adele,3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,0.046,-3.906,88.098,0.55
2022,73,Better Days,Neiked,6f5ExP43esnvdKPddwKXJH,0.717,0.671,0.0337,-5.077,110.054,0.699
2022,74,Meet Me at Our Spot,Willow ,07MDkzWARZaLEdKxo6yArG,0.773,0.47,0.0299,-7.93,94.995,0.399
2022,75,Fingers Crossed,Lauren Spencer-Smith,4wH7ZoqgETaACS9BlUkvuY,0.56,0.473,0.0533,-7.23,109.414,0.441
2022,76,All Too Well (Taylor's Version),Taylor Swift,5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0.0303,-8.771,93.023,0.205
2022,77,Party,Bad Bunny ,4tYFy8ALRjIZvnvSLw5lxN,0.829,0.799,0.0897,-5.389,97.013,0.471
2022,78,Después de la Playa,Bad Bunny,1dm6z1fWB0cErMszU25dy2,0.564,0.903,0.307,-3.221,78.293,0.607
2022,79,You Should Probably Leave,Chris Stapleton,2UikqkwBv7aIvlixeVXHWt,0.602,0.477,0.032,-8.425,183.89,0.552
2022,80,Rockin' Around the Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,0.598,0.47,0.0496,-8.744,67.086,0.879
2022,81,Broadway Girls,Lil Durk ,7qTaDOcld0VmBWXnkbUj45,0.659,0.745,0.0347,-3.599,74.967,0.54
2022,82,Take My Name,Parmalee,7g0Zfd5J6Hzx9M2fRUMuba,0.559,0.66,0.0512,-4.143,163.957,0.574
2022,83,What Happened to Virgil,Lil Durk ,7ohROa13QK43JBRqfCmz4P,0.795,0.526,0.204,-9.086,140.037,0.194
2022,84,Puffin on Zootiez,Future,1qMMYpVatbRITKCfq1gasi,0.883,0.657,0.305,-5.748,124.992,0.284
2022,85,Like I Love Country Music,Kane Brown,3j1xkzTW8owIphkWV51V9s,0.542,0.82,0.0432,-6.073,124.85,0.702
2022,86,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,0.0363,-8.463,119.705,0.806
2022,87,Ojitos Lindos,Bad Bunny ,3k3NWokhRRkEPhCzPmV8TW,0.647,0.686,0.0413,-5.745,79.928,0.268
2022,88,Trouble with a Heartbreak,Jason Aldean,0P9c1rdCeGAkCeS425KbI5,0.582,0.797,0.0334,-4.926,135.973,0.595
2022,89,A Holly Jolly Christmas,Burl Ives,77khP2fIVhSW23NwxrRluh,0.682,0.375,0.0303,-13.056,140.453,0.888
2022,90,Kiss Me More,Doja Cat,3DarAbFujv6eYNliUTyqtz,0.764,0.705,0.0284,-3.463,110.97,0.781
2022,91,She Likes It,Russell Dickerson ,4uJDDG8vXJ6fZHtTfrPfMX,0.79,0.325,0.127,-11.689,126.877,0.539
2022,92,Never Say Never,Cole Swindell ,3iYEsBl8NBq1o1j5uY2Noe,0.472,0.937,0.0567,-4.028,140.073,0.454
2022,93,Damn Strait,Scotty McCreery,4jp9FimhP2bQ93vR0A5r7b,0.523,0.64,0.0295,-6.15,144.022,0.48
2022,94,She's All I Wanna Be,Tate McRae,7l9IqDtVWJurTvkQHq1BGh,0.602,0.626,0.0396,-5.323,160.118,0.619
2022,95,Last Night Lonely,Jon Pardi,0k11c8vwyeNSGQex6UMa1v,0.652,0.813,0.0268,-2.842,102.987,0.851
2022,96,Flower Shops,Ernest ,0De9jFjJ4eRLl7Yww2eBw1,0.527,0.461,0.0269,-5.908,128.153,0.227
2022,97,To the Moon,Jnr Choi ,5vUnjhBzRJJIAOJPde6zDx,0.745,0.65,0.346,-11.814,144.047,0.386
2022,98,Unholy,Sam Smith,3nqQXoyQOWXiESFLlDF1hG,0.719,0.454,0.0707,-7.384,131.007,0.224
2022,99,One Mississippi,Kane Brown,4FdPnT2cFrpWCmWZd7GXc3,0.471,0.846,0.0389,-5.269,100.089,0.539
2022,100,Circles Around This Town,Maren Morris,13G5xv1wUKvJYbK0wYmioN,0.591,0.814,0.0468,-4.986,149.9,0.815
2023,1,Last Night,Morgan Wallen,7K3BhSpAxZBznislvUMVtn,0.492,0.673,0.0347,-5.431,203.812,0.488
2023,2,Flowers,Miley Cyrus,7DSAEUvxU8FajXtRloy8M0,0.706,0.691,0.0633,-4.775,118.048,0.632
2023,3,Kill Bill,SZA,1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,0.0391,-5.747,88.98,0.418
2023,4,Anti-Hero,Taylor Swift,0V3wPSX9ygBnCm8psDIegu,0.633,0.648,0.062,-6.645,96.888,0.49
2023,5,Creepin',Metro Boomin,2dHHgzDwk4BJdRwy9uXhTO,0.716,0.613,0.0522,-6.018,97.914,0.157
2023,6,Calm Down,Rema,0WtM2NBVQNNJLh6scP13H8,0.801,0.806,0.0381,-5.206,106.999,0.802
2023,7,Die for You,The Weeknd ,2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,0.0615,-7.163,133.629,0.508
2023,8,Fast Car,Luke Combs,1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,0.0262,-5.52,97.994,0.67
2023,9,Snooze,SZA,4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,0.132,-7.231,143.008,0.392
2023,10,I'm Good (Blue),David Guetta ,1LLmT2hZ415NaAz1cmZCBM,0.642,0.927,0.03,-4.207,128.074,0.407
2023,11,Unholy,Sam Smith,3nqQXoyQOWXiESFLlDF1hG,0.719,0.454,0.0707,-7.384,131.007,0.224
2023,12,You Proof,Morgan Wallen,5W4kiM2cUYBJXKRudNyxjW,0.728,0.818,0.0329,-5.068,119.706,0.681
2023,13,Something in the Orange,Zach Bryan,3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,0.04,-12.151,175.212,0.148
2023,14,Rich Flex,Drake ,1bDbXMyjaUIooNwFE9wn0N,0.549,0.518,0.257,-9.39,160.07,0.418
2023,15,As It Was,Harry Styles,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,0.0557,-5.338,173.93,0.662
2023,16,Rock and a Hard Place,Bailey Zimmerman,1TE8AAk9koG0UJco6ZAUfx,0.582,0.568,0.0275,-7.3,121.991,0.394
2023,17,Under the Influence,Chris Brown,5IgjP7X4th6nMNDh4akUHb,0.755,0.562,0.0355,-8.947,116.931,0.368
2023,18,Cruel Summer,Taylor Swift,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,0.157,-5.707,169.994,0.564
2023,19,Thinkin' Bout Me,Morgan Wallen,0PAcdVzhPO4gq1Iym9ESnK,0.659,0.789,0.0293,-5.723,139.982,0.468
2023,20,Boy's a Liar Pt. 2,PinkPantheress ,6AQbmUe0Qwf5PZnt4HmTXv,0.696,0.809,0.05,-8.254,132.962,0.857
2023,21,Favorite Song,Toosii,1SRw5p2lVAi7RGlHEmZg66,0.813,0.381,0.0494,-9.339,116.028,0.434
2023,22,Thought You Should Know,Morgan Wallen,3Qu3Zh4WTKhP9GEXo0aDnb,0.537,0.701,0.0264,-6.214,139.995,0.552
2023,23,Thank God,Kane Brown ,1brnLTvarI9D1hLP6z2Ar8,0.738,0.455,0.0352,-8.735,99.945,0.441
2023,24,Sure Thing,Miguel,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,0.1,-8.127,81.001,0.498
2023,25,All My Life,Lil Durk ,6HgWWaMu31KdOpEG5l28BG,0.787,0.57,0.225,-5.881,142.974,0.733
2023,26,Ella Baila Sola,Eslabon Armado ,3dnP0JxCgygwQH9Gm7q7nb,0.668,0.758,0.0332,-5.176,147.989,0.834
2023,27,Karma,Taylor Swift ,7KokYm8cMIXCsGVmUvKtqf,0.64,0.619,0.065,-7.108,90.008,0.121
2023,28,Just Wanna Rock,Lil Uzi Vert,4FyesJzVpA39hbYvcseO2d,0.486,0.545,0.0336,-7.924,150.187,0.0385
2023,29,Cuff It,Beyoncé,1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,0.141,-5.668,115.042,0.642
2023,30,Vampire,Olivia Rodrigo,1kuGVB7EU95pJObxwvfwKS,0.484,0.53,0.0538,-5.821,136.848,0.323
2023,31,FukUMean,Gunna,4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,0.0903,-6.747,130.001,0.22
2023,32,Lavender Haze,Taylor Swift,5jQI2r1RdgtuT8S3iG8zFC,0.735,0.449,0.0883,-10.56,97.05,0.0955
2023,33,Players,Coi Leray,6UN73IYd0hZxLi8wFPMQij,0.948,0.512,0.146,-5.74,105.004,0.599
2023,34,Need a Favor,Jelly Roll,07on0OB2cdPt79IFsgdRUy,0.502,0.771,0.032,-4.246,157.978,0.557
2023,35,Dance the Night,Dua Lipa,1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,0.048,-4.93,110.056,0.775
2023,36,Love You Anyway,Luke Combs,2kYevr8cbIAH2ha8210Bnz,0.532,0.489,0.0311,-7.419,139.807,0.32
2023,37,One Thing at a Time,Morgan Wallen,1rXq0uoV4KTgRN64jXzIxo,0.613,0.923,0.0307,-5.187,141.982,0.893
2023,38,Superhero (Heroes & Villains),Metro Boomin,0vjeOZ3Ft5jvAi9SBFJm1j,0.709,0.583,0.204,-5.298,116.624,0.533
2023,39,Bad Habit,Steve Lacy,4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,0.0355,-7.093,168.946,0.7
2023,40,La Bebé,Yng Lvcas ,2UW7JaomAMuX9pZrjVpHAU,0.812,0.479,0.333,-5.678,169.922,0.559
2023,41,Golden Hour,Jvke,5odlY52u43F5BjByhxg7wg,0.515,0.593,0.0322,-4.801,94.467,0.153
2023,42,Religiously,Bailey Zimmerman,0bILU0UiNDmA5Ff6whhb2R,0.57,0.67,0.0274,-6.519,140.924,0.593
2023,43,Spin Bout U,Drake ,2ZL7WZcjuYKi1KUDtp4kCC,0.763,0.72,0.0447,-6.383,129.971,0.229
2023,44,Cupid,Fifty Fifty,3yphjkz7V5xFXdfBEXVKL6,0.792,0.664,0.0333,-5.598,120.041,0.666
2023,45,Search & Rescue,Drake,7aRCf5cLOFN1U7kvtChY1G,0.828,0.441,0.0685,-8.562,140.009,0.533
2023,46,Barbie World,Nicki Minaj ,741UUVE2kuITl0c6zuqqbO,0.77,0.58,0.247,-8.393,144.072,0.753
2023,47,Next Thing You Know,Jordan Davis,39OclE5hZematADrdfaWvE,0.549,0.608,0.0481,-8.253,78.534,0.399
2023,48,Escapism,Raye,5mHdCZtVyb4DcJw8799hZp,0.538,0.742,0.114,-5.355,96.107,0.25
2023,49,Un x100to,Grupo Frontera ,6pD0ufEQq0xdHSsRbg9LBK,0.569,0.724,0.0474,-4.076,83.118,0.562
2023,50,Until I Found You,Stephen Sanchez,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,0.0286,-5.339,101.19,0.342
2023,51,Shirt,SZA,2wSTnntOPRi7aQneobFtU4,0.848,0.512,0.102,-7.72,120.009,0.572
2023,52,Paint the Town Red,Doja Cat,2IGMVunIBsBLtEQyoI1Mu7,0.868,0.538,0.174,-8.603,99.968,0.732
2023,53,Made You Look,Meghan Trainor,0QHEIqNKsMoOY5urbzN48u,0.834,0.522,0.0703,-3.574,145.035,0.854
2023,54,Wait in the Truck,Hardy ,49GYvCcvMQq1SY3f7Y347h,0.534,0.466,0.0272,-6.98,140,0.23
2023,55,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,0.0384,-7.463,150.273,0.35
2023,56,Everything I Love,Morgan Wallen,03fs6oV5JAlbytRYf3371S,0.567,0.841,0.0263,-3.933,103.982,0.712
2023,57,Chemical,Post Malone,5w40ZYhbBMAlHYNDaVJIUu,0.49,0.88,0.0435,-4.856,169.949,0.392
2023,58,Heart Like a Truck,Lainey Wilson,5DIBVDJOHh7djepAjKHWCO,0.587,0.632,0.0311,-5.416,139.974,0.392
2023,59,"Going, Going, Gone",Luke Combs,67AdiJcurlf6gocGobfaXs,0.565,0.56,0.0275,-6.034,159.931,0.325
2023,60,Rockin' Around the Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,0.598,0.47,0.0496,-8.744,67.086,0.879
2023,61,Dancin' in the Country,Tyler Hubbard,2KtGiBi5CrX2ERPD2PAS34,0.657,0.871,0.0675,-4.614,114.974,0.532
2023,62,Daylight,David Kushner,1odExI7RdWc4BT515LTAwj,0.508,0.43,0.0335,-9.475,130.09,0.324
2023,63,Lift Me Up,Rihanna,35ovElsgyAtQwYPYnZJECg,0.247,0.299,0.0315,-6.083,177.115,0.172
2023,64,Eyes Closed,Ed Sheeran,3p7XQpdt8Dr6oMXSvRZ9bg,0.777,0.526,0.0645,-6.221,107.071,0.389
2023,65,TQG,Shakira,0DWdj2oZMBFSzRsi2Cvfzf,0.587,0.647,0.327,-3.385,90.123,0.686
2023,66,Try That in a Small Town,Jason Aldean,5BqI4ugJL5WaPRQ6MlC8Ho,0.457,0.861,0.0529,-3.771,145.989,0.376
2023,67,Tennessee Orange,Megan Moroney,6DLbBlGIOjjEj0dNN25zhZ,0.38,0.488,0.029,-6.637,156.031,0.268
2023,68,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,0.0363,-8.463,119.705,0.806
2023,69,Princess Diana,Ice Spice ,0ZxhtATQ0a6EvQNZ0z6NKV,0.898,0.689,0.171,-5.092,147.964,0.772
2023,70,Tomorrow 2,Cardi B,5OYrDGvPMW8GZCpU4YGeNv,0.66,0.783,0.0955,-7.221,130.124,0.388
2023,71,A Holly Jolly Christmas,Burl Ives,77khP2fIVhSW23NwxrRluh,0.682,0.375,0.0303,-13.056,140.453,0.888
2023,72,Where She Goes,Bad Bunny,7ro0hRteUMfnOioTFI5TG1,0.652,0.8,0.0614,-4.019,143.978,0.234
2023,73,Bebe Dame,Fuerza Regida ,0IKeDy5bT9G0bA7ZixRT4A,0.529,0.602,0.0458,-4.629,157.643,0.756
2023,74,I Remember Everything,Zach Bryan ,4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0.0459,-7.746,77.639,0.155
2023,75,I Like You (A Happier Song),Post Malone ,0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,0.0751,-6.009,100.964,0.472
2023,76,What It Is (Block Boy),Doechii ,1O8zCu3dLLPxkbGfIsbRgE,0.725,0.744,0.153,-5.827,171.834,0.701
2023,77,Nobody Gets Me,SZA,5Y35SjAfXjjG0sFQ3KOxmm,0.358,0.284,0.0285,-8.285,99.796,0.276
2023,78,Rich Men North of Richmond,Oliver Anthony Music,78Du4CMFgnhdlG33gblkiP,0.678,0.264,0.0622,-12.384,121.722,0.528
2023,79,Super Freaky Girl,Nicki Minaj,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,0.241,-2.653,133.01,0.912
2023,80,Dial Drunk,Noah Kahan ,22VHOlVYBqytsrAqV8yXBK,0.669,0.606,0.0292,-7.193,112.108,0.69
2023,81,What Was I Made For?,Billie Eilish,6wf7Yu7cxBSPrRlWeSeK0Q,0.391,0.084,0.0317,-17.843,79.449,0.111
2023,82,Seven,Jungkook ,7x9aauaA9cu6tyfpHnqDLo,0.788,0.841,0.0432,-3.955,124.986,0.904
2023,83,Wait for U,Future ,59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,0.34,-4.474,83.389,0.339
2023,84,Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,0.0293,-12.472,107.682,0.947
2023,85,Handle on You,Parker McCollum,4reXo2zg1uhEIpUAacDb9C,0.591,0.928,0.0316,-3.925,105.025,0.619
2023,86,Por Las Noches,Peso Pluma,6YWME4xCa5Lm6X1exVMQIC,0.69,0.597,0.0395,-7.494,185.084,0.453
2023,87,Memory Lane,Old Dominion,1nrgBXtczBXNSlqIezjwbR,0.647,0.774,0.0362,-5.136,118.968,0.376
2023,88,Area Codes,Kaliii,7sliFe6W30tPBPh6dvZsIH,0.823,0.388,0.491,-10.867,154.569,0.507
2023,89,Bury Me in Georgia,Kane Brown,4EKH0ajMHXTkq4ztWuztVH,0.376,0.835,0.0655,-5.824,160.069,0.511
2023,90,PRC,Peso Pluma ,2mpoNBkngUEwnaKoBhZ0vl,0.784,0.826,0.0538,-6.34,138.078,0.893
2023,91,What My World Spins Around,Jordan Davis,6vjZxvzdAeHp7jv3R398Xm,0.686,0.733,0.0401,-6.483,124.882,0.7
2023,92,Ain't That Some,Morgan Wallen,2YVlDlk2zRceefo6XlC6DX,0.64,0.811,0.0279,-5.834,121.089,0.686
2023,93,Wild as Her,Corey Kent,3kXH9BQq0TyNliiP1MIE6N,0.5,0.748,0.0364,-5.927,148.009,0.448
2023,94,Peaches & Eggplants,Young Nudy ,1KUZ33cOqk3X4Ezk0aZnVp,0.911,0.536,0.282,-7.884,146.014,0.584
2023,95,I Wrote the Book,Morgan Wallen,7phmBo7bB9I9YifAXqnlqV,0.686,0.833,0.0381,-3.768,143.965,0.833
2023,96,"Bzrp Music Sessions, Vol. 53",Bizarrap,4nrPB8O7Y7wsOCJdgXkthe,0.842,0.745,0.0399,-4.231,122.06,0.53
2023,97,Meltdown,Travis Scott ,67nepsnrcZkowTxMWigSbb,0.557,0.774,0.351,-5.275,111.975,0.397
2023,98,Put It on da Floor Again,Latto,6c6WmIHcHlhccEwSFBhzNa,0.849,0.614,0.317,-7.323,111.363,0.472
2023,99,Bloody Mary,Lady Gaga,11BKm0j4eYoCPPpCONAVwA,0.591,0.634,0.0291,-6.365,99.998,0.44
2023,100,Watermelon Moonshine,Lainey Wilson,3sYBFUXTv0STUoUINx9Qe8,0.739,0.413,0.0282,-6.709,139.921,0.649